Number;Chemical name;Chemical Formula;Monoisotopic mass;[M+H]+;[M-H]-;Smile Code;INCHi;Source
3736;Tetracycline-R111;;1108.359483;1109.367308;1107.351658;;;
3737;Tetracycline-R112;;474.127448;475.135273;473.119623;;;
3738;Tetracycline-R113;;767.232268;768.240093;766.224443;;;
3739;Tetracycline-R114;;622.164268;623.172093;621.156443;;;
3740;Tetracycline-R115;;620.185268;621.193093;619.177443;;;
3741;Tetracycline-R116;;606.169268;607.177093;605.161443;;;
3742;Tetracycline-R117;;605.168268;606.176093;604.160443;;;
3743;Tetracycline-R118;;524.119668;525.127493;523.111843;;;
3744;Tetracycline-R119;;502.158768;503.166593;501.150943;;;
3745;Tetracycline-R120;;494.153668;495.161493;493.145843;;;
3746;Tetracycline-R121;;751.237268;752.245093;750.229443;;;
3747;Tetracycline-R122;;490.158768;491.166593;489.150943;;;
3748;Tetracycline-R123;;490.122368;491.130193;489.114543;;;
3749;Tetracycline-R124;;474.163868;475.171693;473.156043;;;
3750;Tetracycline-R125;;462.163868;463.171693;461.156043;;;
3751;Tetracycline-R126;;448.184568;449.192393;447.176743;;;
3752;Tetracycline-R127;;446.132568;447.140393;445.124743;;;
3753;Tetracycline-R128;;445.137268;446.145093;444.129443;;;
3754;Tetracycline-R129;;444.116868;445.124693;443.109043;;;
3755;Tetracycline-R130;;442.137568;443.145393;441.129743;;;
3756;Tetracycline-R131;;432.153268;433.161093;431.145443;;;
3757;Tetracycline-R132;;432.116868;433.124693;431.109043;;;
3758;Tetracycline-R133;;684.052268;685.060093;683.044443;;;
3759;Tetracycline-R134;;428.121968;429.129793;427.114143;;;
3760;Tetracycline-R135;;418.137568;419.145393;417.129743;;;
3761;Tetracycline-R136;;414.179068;415.186893;413.171243;;;
3762;Tetracycline-R137;;402.106268;403.114093;401.098443;;;
3763;Tetracycline-R138;;400.127068;401.134893;399.119243;;;
3764;Tetracycline-R139;;390.106268;391.114093;389.098443;;;
3765;Tetracycline-R140;;652.175268;653.183093;651.167443;;;
3766;Tetracycline-R141;;388.090668;389.098493;387.082843;;;
3767;Tetracycline-R142;;650.159268;651.167093;649.151443;;;
3768;Tetracycline-R143;;623.178268;624.186093;622.170443;;;
3769;Tetracycline-R144;;622.201268;623.209093;621.193443;;;
